Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.2174603175,0.1387731944,0.4290457833,1.9231895865,0.4142351045,0.1436507937,0.0452032726,0.3909484834,1.893611805,0.2397198642,0.6388888889,0.1173959498,0.1787341772,2.0392570494,-0.4830732846,0.3571428571,0.0368855557,-0.1818181818,2.9166666667,1.2909944487,1,1,5,0.0,0.0,0.000663
2,0.4533333333,0.0850272288,-0.4923329682,2.564140464,0.4635823444,0.1111111111,0.0702728369,-0.5,2.5,-0.0,0.4355555556,0.0177777778,-0.3157894737,3.25,-1.5,0.4355555556,0.0177777778,-0.3157894737,3.25,-1.5,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.5155555556,0.1092284954,-0.2696041822,1.7994057278,-0.7065408407,0.0444444444,0.0544331054,-0.1904761905,1.1666666667,0.4082482905,0.44,0.0602873776,-0.3319672131,2.8158081285,1.2332237528,0.4177777778,0.0217732422,-0.1904761905,1.1666666667,0.4082482905,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.3636507937,0.1770125253,0.5895860457,2.1389540918,-0.4164234617,0.1555555556,0.0966300397,0.494748433,2.0378006057,-0.3198264131,0.4807936508,0.0878573938,0.5797837668,2.5216789815,1.0099291167,0.3985714286,0.1091878907,-0.2217782314,2.5744688039,0.9821320332,1,1,5,0.0,0.0,0.0025075
5,0.5511111111,0.0569166599,-0.3948497854,2.6848602023,-1.0627434041,0.0444444444,0.0888888889,-0.3157894737,3.25,1.5,0.4044444444,0.0407340062,-0.1336515513,2.2295918367,-0.685827655,0.4044444444,0.0407340062,-0.7303102625,2.2295918367,-0.685827655,1,1,5,0.0,0.0,0.0
6,0.1888888889,0.169785631,0.4009675583,1.6459816864,0.1498719872,0.3566666667,0.0727247474,0.2215336948,2.0018536826,0.09012918,0.4544444444,0.1302608968,0.3201055293,2.3632954746,-0.8060336365,0.4422222222,0.0223882685,0.2981888745,1.2475551457,-0.0740770321,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.5752380952,0.0644811843,-0.3462313583,2.4202872728,-0.3733460748,0.096952381,0.0257840324,-0.4499693534,2.4274701663,0.7479482449,0.3278095238,0.0578571233,0.2631343748,2.5186965108,0.9000256749,0.2293333333,0.0535587075,0.0042140183,1.6692598812,-0.6134201747,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.4151048951,0.0480958485,-0.3969051794,2.2476763866,0.7977027182,0.1253146853,0.0316898374,-0.3161505495,2.5719337961,-1.0059394539,0.4595804196,0.0480572412,-0.0527395917,2.9252229938,-1.2682662772,0.2728671329,0.0436430872,0.7929312913,1.8495009249,0.7106608062,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.1707070707,0.0966825504,-0.1642347233,1.245386918,0.4056527615,0.1373737374,0.016643694,0.0354062642,2.2746914522,0.7244205786,0.6919191919,0.0836464884,-0.3071216617,1.2808612092,-0.4017316567,0.2126262626,0.0216877884,-0.2449904164,1.6412178091,-0.1377538527,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.5671428571,0.127991638,0.424010349,2.0584292384,-0.1974984076,0.1403663004,0.0788658895,0.2639747196,2.4307163222,-0.7429856228,0.2924908425,0.0586865317,0.5844623615,2.4634407064,0.9808286192,0.2543223443,0.0294268488,-0.1959261378,2.6010498989,-0.9752153967,1,1,8,0.0716785,0.032777,0.0269809999999999
