Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
instances/A2/symmetric/10.4.in,0.6132448496,0.0800516492,0.6832086702,3.8521102499,-1.3136002291,0.1189497891,0.0712755977,0.3760307098,3.1156556845,0.3258859815,0.2678053613,0.0386074680,0.2617010436,2.8329743042,-0.9704077917,0.2079874250,0.0897547176,0.5669178917,2.8952138730,0.6722787746
