Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
instances/A3/symmetric/20.1.in,0.8736302294,0.0275870127,0.2380802459,2.3358076923,-0.7762318834,0.0259109312,0.0232401046,0.6650391326,1.2516649324,0.0098405429,0.1004588394,0.0145480334,-0.5446854423,2.4838386375,-0.1212384226,0.0999325236,0.0280306999,-0.0963770158,2.3805506090,0.7899784698
