Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.2552910053,0.1523290439,-0.0008274293,1.5,0.0520591765,0.0753968254,0.0585905677,-0.0136518771,1.5,-0.2007001872,0.6693121693,0.0939805273,-0.0005162623,1.5,0.0422019093,0.369047619,0.0350466701,-0.9411764706,1.5,0.4703304603,1,1,5,0.0,0.0,0.000663
2,0.3055555556,0.1388888889,-1.0,1.0,0.0,0.0416666667,0.0416666667,-1.0,1.0,0.0,0.6527777778,0.0972222222,-1.0,1.0,0.0,0.4027777778,0.1527777778,-1.0,1.0,0.0,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.4351851852,0.1328953712,-0.1091314031,1.5,-0.6155602359,0.1111111111,0.1039349274,-0.0384615385,1.5,0.3818017742,0.4537037037,0.0346449758,-0.3902439024,1.5,0.3818017742,0.4259259259,0.01309457,-0.5,1.5,0.7071067812,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.5222222222,0.0777777778,-1.0,1.0,0.0,0.0555555556,0.0555555556,-1.0,1.0,0.0,0.4222222222,0.0222222222,-1.0,1.0,0.0,0.5222222222,0.0777777778,-1.0,1.0,0.0,1,1,5,0.0,0.0,0.0025075
5,0.4,0.1296362432,-0.6224489796,1.8819752749,0.4972591639,0.1527777778,0.1202813061,0.2402234637,1.9237333333,0.3233161507,0.4472222222,0.062915287,-0.5507657402,2.304834536,1.1133301216,0.3777777778,0.0471404521,0.0588235294,1.4074074074,0.3142696805,1,1,5,0.0,0.0,0.0
6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.5711904762,0.119313275,0.2898978573,2.3522677327,-0.2038086459,0.1380952381,0.0943434167,0.7957361372,1.6291988941,0.0233108016,0.2907142857,0.0638898748,-0.3536764907,1.7044620466,0.2197339377,0.1745238095,0.0458395687,0.703336095,1.9106707097,0.2178295608,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.5017582418,0.1183841529,0.5769903731,1.3462374329,0.3405796086,0.0887912088,0.0463514579,0.4487838584,2.8861062786,-1.1872657566,0.4094505495,0.0891459204,0.2114238158,1.6188813816,-0.0788568314,0.2147252747,0.0416735855,-0.9015475607,2.2671381505,-0.6181437539,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.5214499786,0.043320213,-0.1835548121,2.5314504628,0.1741416175,0.0943960801,0.0503313443,0.8820391747,2.2864811628,-0.6723673697,0.3841539413,0.0378035965,0.1489590325,2.8546841123,-0.7837579387,0.2019932449,0.0592541465,-0.4746889933,3.7322608052,1.2707671273,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.4091012162,0.2234554926,0.68199946,1.7284960126,-0.4431396275,0.2014977086,0.1604979587,0.6778463632,1.9310032864,0.5125737494,0.3894010751,0.086087721,0.1717835806,1.8665775596,0.6239543249,0.2518600447,0.0388955087,-0.1692511174,3.2303497138,0.9609459822,1,1,8,0.0716785,0.032777,0.0269809999999999
11,0.4725274725,0.1012142995,0.1038514443,1.9921774786,0.1078607108,0.068040293,0.0402166901,-0.7201245106,2.2008290685,-1.0051664261,0.4594322344,0.0682186492,0.2073540114,1.9747423792,0.5672624377,0.2768315018,0.0679328571,-1.0839333421,2.0326184376,0.3854281312,1,1,8,0.0260994999999999,0.0406775,0.03625
12,0.6010119048,0.0254151332,-0.3894876495,1.9569662563,-0.7509556437,0.0823809524,0.0550139129,0.49239098,1.6784684943,-0.4332501067,0.3166071429,0.04966166,-0.0933939124,2.0427733163,-0.571798657,0.284702381,0.073136016,0.3036649481,1.3535035187,-0.0477104022,1,1,8,0.0653645,0.0251319999999999,0.020041
13,0.420653305,0.1736975403,0.7496195023,2.153546669,-0.2855800189,0.1112083849,0.0822595929,0.846344445,1.5780868636,0.1913840849,0.4681383101,0.097505982,0.5186983084,3.1229913722,0.6557713732,0.1484558596,0.0378103845,-0.012871583,3.210622063,0.9884620949,1,1,10,0.0553729999999999,0.0488355,0.0416295
14,0.6509259259,0.072660116,-0.1116014235,1.5,0.4897893905,0.0462962963,0.0363831161,-0.0075046904,1.5,-0.1516410851,0.3027777778,0.037474271,-0.3459459459,1.5,-0.6809718997,0.1592592593,0.04287347,-0.9110320285,1.5,-0.567316578,1,1,10,0.0332435,0.0551884999999999,0.0496765
15,0.5494713214,0.0899692224,-0.1060012333,1.5,-0.6088323286,0.0650953984,0.0498902599,-0.0249609984,1.5,-0.2641238229,0.3854332802,0.0509258055,-0.3623603984,1.5,0.463809136,0.2100537539,0.0375754486,-0.4368500832,1.5,0.7028509664,1,1,10,0.063203,0.0423075,0.033353
16,0.5869825708,0.0699448628,-0.1305895108,1.5,-0.6547253394,0.0851851852,0.0643635081,-0.0424403183,1.5,-0.3330665464,0.327832244,0.0373732815,-0.7840957482,1.5,-0.7045125225,0.1761982571,0.0717819878,-0.00018832,1.5,0.0250348559,1,1,10,0.0427925,0.050071,0.0412575
17,0.5802487852,0.0888855038,0.6539505793,2.3656724188,-0.5172482462,0.1110106911,0.0396603561,0.7094977476,1.5907104034,0.1915004244,0.3087405237,0.0583971948,0.2968151639,2.4539040483,0.4080457149,0.1453350951,0.0281658462,0.1943896735,1.6338554232,-0.0889558442,1,1,10,0.0482024999999999,0.041137,0.0322775
18,0.4862085005,0.1133789897,0.6615574078,1.8108011005,-0.241662632,0.0822126286,0.0831441375,0.3704049448,2.9806233016,1.1382703044,0.4315788709,0.0467090046,0.4286563046,2.0440685591,-0.1571655718,0.2073216466,0.045964641,0.0263690966,2.0921616921,0.6644360526,1,1,10,0.0465094999999999,0.0569799999999999,0.0521655
19,0.8677387914,0.0240955701,-0.0626617701,1.5,0.3917770157,0.0419103314,0.0302301412,-0.1890067502,1.5,-0.5851024021,0.0903508772,0.0070539989,-0.8767123288,1.5,0.5076720034,0.084502924,0.0122038811,-0.0066197766,1.5,0.1428761421,1,1,20,0.0457685,0.046836,0.0328915
20,0.8082191781,0.0,0.0,0.0,0.0,0.0068493151,0.0068493151,-1.0,1.0,0.0,0.1849315068,0.0068493151,-1.0,1.0,0.0,0.1164383562,0.0068493151,-1.0,1.0,0.0,1,1,20,0.0609195,0.0542075,0.0399075
21,0.6296807952,0.099958607,0.9608629365,2.0794162445,0.7601247245,0.0576785382,0.0381635196,0.961953112,1.6898055909,-0.2784013324,0.3126406665,0.0680590636,0.8169021395,2.5048357462,-0.5287593087,0.052744351,0.0206168398,0.4900592462,4.1384581897,0.8372506367,1,1,20,0.053605,0.04952,0.0376375
22,0.6330014225,0.0273762306,0.4271071988,1.5776887922,-0.1923081683,0.0280346136,0.0247985139,0.1582159339,2.0309770656,0.6326969852,0.338963964,0.0073845028,-0.2789115646,2.1487290427,0.9575491626,0.1178237955,0.0240453172,-0.8165191243,1.880301119,0.3344287972,1,1,20,0.0614185,0.0486535,0.0381055
23,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,1,1,20,0.063417,0.055839,0.040537
