Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_HV,SPEA2_HV,MOEAD_HV
1,0.5077160494,0.105106075,0.4053560145,1.1920951233,-0.3192747474,0.0401234568,0.0568689067,0.1651654253,1.5376170449,0.7207696437,0.4521604938,0.0731162352,0.2315080826,3.6541922055,1.328138527,0.4854938272,0.1043858006,0.8475970277,1.1146512909,0.1235129422,1,1,5,-0.7822976916,-0.7822976916,-0.78197507498
2,0.1923280423,0.1266651638,0.03283818,1.7084558468,-0.3294742271,0.2441798942,0.075050257,-0.5850522699,3.4857437322,0.9865575771,0.5634920635,0.1180807296,0.3479031305,2.584839927,-0.2067630275,0.435978836,0.0610280248,0.0237404253,1.6433636487,-0.4006522338,1,1,5,-0.7430794881,-0.7430794881,-0.7430461820400001
3,0.1166666667,0.1006153904,-0.2765151515,2.9667608566,1.1272096015,0.212962963,0.1110493656,-0.0749866095,1.7746544486,0.3337319914,0.6703703704,0.1044615169,0.127208748,2.1226092638,0.5605642763,0.3944444444,0.0587944736,-0.4306651635,1.2799744898,0.1248632634,1,1,5,-0.7996889327,-0.7996889327,-0.79936463358
4,0.1854497354,0.0755465885,-0.4647465269,1.4856138884,-0.4738420867,0.1936507937,0.0476719283,-0.3455514828,2.3610577136,0.9733463031,0.6208994709,0.0629118106,-0.1672160039,5.3090394063,1.8848814788,0.3603174603,0.0494234841,0.6377633712,2.2416813641,-0.1882673634,1,1,5,-0.7517813631,-0.7517813631,-0.751164965
5,0.0928571429,0.0682908723,-0.1370049295,3.6557439275,1.1884852146,0.2082010582,0.0582034632,-0.0364735474,3.0405699998,0.6324507088,0.6989417989,0.0738914984,-0.1574612727,2.1139453115,-0.287880085,0.3695767196,0.0718311212,-0.1271676834,2.2258636437,0.0975061959,1,1,5,-0.7816703334,-0.7816703334,-0.7816703334
6,0.3037037037,0.1192684607,-0.2698377488,2.3985090234,-0.3633739178,0.1592592593,0.0805927968,-0.1975129534,2.3078275307,-0.6649027733,0.537037037,0.1053767166,0.2566627643,2.9816651858,-0.1262935342,0.4135802469,0.0634032055,0.4811018578,1.6348352463,-0.0874380632,1,1,5,-0.737683458135,-0.7377964638,-0.73774623906
7,0.1642962189,0.114232181,0.7140679607,1.5622012079,0.0570113597,0.3096578815,0.1520134465,0.9166126929,1.6302685953,0.5253599367,0.5260458996,0.0569609495,0.6278931284,2.4868912057,-0.7077351889,0.2325844653,0.027070997,-0.1773516502,1.97309765,0.4238190541,1,1,8,-0.8307135604900001,-0.8201250117400001,-0.8160555260600001
8,0.2429854097,0.086686261,0.4978871123,2.4365076043,0.8898344183,0.2003367003,0.083490482,0.278788229,1.6862135284,0.1420887346,0.55667789,0.0550444697,0.2506234251,1.5495606468,0.3109874187,0.2098765432,0.0487408547,-0.0579631636,3.4031744764,-0.1544708907,1,1,8,-0.867486659555,-0.909953838135,-0.908781593595
9,0.3572390572,0.0628488135,0.3360486585,2.199934862,-0.467021449,0.2136700337,0.0616642377,0.6879037169,2.6961353727,0.705387732,0.4290909091,0.0295709551,0.4538900852,2.8942918628,-0.6845867428,0.1815488215,0.0296317722,0.1447491042,2.6320594733,0.4667084302,1,1,8,-0.8451116836000001,-0.86560129819,-0.866006241915
10,0.4306165099,0.0871622995,0.013847689,3.0609212134,0.0838412913,0.1364565192,0.0702057066,-0.1711851033,2.1440807619,0.4099491115,0.4329269709,0.0549264747,0.1140810687,2.3303232822,0.1208463569,0.2256472774,0.0759504722,0.5938147637,2.3974055003,0.635261885,1,1,8,-0.78233941719,-0.8456695959699999,-0.847007191905
