Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_HV,SPEA2_HV,MOEAD_HV
1,0.1308321308,0.1014683027,-0.3376942779,2.5468513056,0.8600448494,0.1124338624,0.0586204228,-0.0691666181,2.6084573235,-0.2287029542,0.7567340067,0.0797377088,-0.0420140546,3.0693689131,-0.7220679467,0.430976431,0.069192216,-0.186848297,1.7814009731,0.1415375699,1,1,5,-0.7822976916,-0.7822976916,-0.78197507498
2,0.1119047619,0.0557140596,0.0560465618,4.3250088614,1.5680737132,0.1201058201,0.0991403661,0.24343323,2.9194576865,0.7568334117,0.767989418,0.1432099308,0.2213467235,4.3412883011,-1.345782625,0.4240740741,0.0806908665,0.5266213696,1.9438693485,0.3847447965,1,1,5,-0.7430794881,-0.7430794881,-0.7430461820400001
3,0.2633156966,0.1288122257,0.4647902686,1.6834990421,0.2320539295,0.2153439153,0.1021719015,0.1305491781,2.9257868168,-0.6818129264,0.521340388,0.0978460134,-0.0263967704,2.0853719384,-0.6078903434,0.3762786596,0.1064218634,0.3260308334,2.6233819061,0.71371776,1,1,5,-0.7996889327,-0.7996889327,-0.79936463358
4,0.1472663139,0.1632560715,0.5267192414,1.8311560813,0.7211029229,0.3059964727,0.1110393514,0.3201468168,2.330852354,0.0712832727,0.5467372134,0.1023364712,0.620292989,1.667754376,0.0970487553,0.4118165785,0.0563925913,0.3208697247,3.5557984739,-0.8883834124,1,1,5,-0.7517813631,-0.7517813631,-0.751164965
5,0.3518518519,0.1126437506,0.2146985962,2.2237034332,0.1021939651,0.0956790123,0.0615738807,-0.1644284311,1.885444812,-0.3239264087,0.5524691358,0.1106816116,0.5552553599,2.3438187056,-0.708458259,0.4043209877,0.0557267595,-0.2337217272,1.90377884,-0.0400945739,1,1,5,-0.7816703334,-0.7816703334,-0.7816703334
6,0.3419753086,0.1873596614,0.698514003,1.6217369718,-0.2193912483,0.1808641975,0.1021077966,0.5311192312,1.8921623857,-0.2729468617,0.4771604938,0.1185313779,0.5991000941,1.6492332008,0.0613277143,0.412962963,0.0511862036,-0.4893936147,2.2790904855,-0.2164094206,1,1,5,-0.737683458135,-0.7377964638,-0.73774623906
7,0.4633069612,0.1112578785,0.3791026481,2.0609680773,0.2557042289,0.2137559503,0.0657797799,0.0617711389,3.1712193583,-1.1278391088,0.3229370885,0.0680011863,0.9434792208,2.2583837042,0.7595229579,0.1836758388,0.0238998836,-0.2412612298,2.5582526321,-1.1531105064,1,1,8,-0.8307135604900001,-0.8201250117400001,-0.8160555260600001
8,0.3682154882,0.0967485319,-0.0627527162,1.6954003757,-0.1980268075,0.1516498316,0.0348878744,0.2644888226,3.0675802419,-0.4382674988,0.4801346801,0.0871514205,0.0057704729,1.9235553903,0.7280653192,0.2037037037,0.0185032076,-0.4578144056,3.9248410157,0.1435865061,1,1,8,-0.867486659555,-0.909953838135,-0.908781593595
9,0.3764926006,0.1083717617,0.6417334657,2.3720054711,-0.1151257733,0.2534323914,0.0881056475,0.5932504422,1.5417595796,0.1681178747,0.370075008,0.0602247349,-0.2676453932,1.906149067,-0.3495830594,0.2074891902,0.0246337812,0.3956142013,2.9821475002,-0.8078430181,1,1,8,-0.8451116836000001,-0.86560129819,-0.866006241915
10,0.4283346283,0.1429747351,0.394663951,1.7626971228,-0.1226398756,0.2600621601,0.0833943753,0.525646194,1.6389926049,0.0068877098,0.3116032116,0.093517315,0.3818527321,1.8693722228,0.2895170345,0.2314685315,0.0376854188,0.3114016831,2.6662655883,0.1707151967,1,1,8,-0.78233941719,-0.8456695959699999,-0.847007191905
