Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_HV,SPEA2_HV,MOEAD_HV
1,0.371661055,0.1637569432,0.5469830152,3.4384925717,-1.0190274662,0.1872356039,0.1080622692,0.3996190433,2.3788395177,0.0669243339,0.4411033411,0.0809493615,0.2655917443,3.1240185827,0.6132481917,0.354316671,0.0588873997,-0.523731763,2.9495973012,-0.4636590575,1,1,5,-0.7822976916,-0.7822976916,-0.78197507498
2,0.2182539683,0.0982781979,0.5528569125,2.5748186943,0.6641607781,0.2188712522,0.0734876425,0.413521226,1.7922940448,0.4401511127,0.5628747795,0.1133651303,0.7336325766,1.7299460167,0.0688366669,0.3940035273,0.0663321066,0.4031480955,4.1563393297,1.3400841709,1,1,5,-0.7430794881,-0.7430794881,-0.7430461820400001
3,0.2535273369,0.1349782588,0.3508193223,3.5351484253,0.7221276344,0.1137566138,0.0607314301,0.0776988559,2.3638303886,-0.1229535441,0.6327160494,0.0920640833,0.3998493995,2.8930176714,-0.3977317788,0.3915343915,0.0414086662,0.1554328879,1.5034110787,-0.66716967,1,1,5,-0.7996889327,-0.7996889327,-0.79936463358
4,0.4397707231,0.0989131077,0.4344225564,2.3339649042,0.3821446285,0.1318342152,0.0816637524,0.5478081866,2.12382783,-0.4617234956,0.4283950617,0.0294490381,-0.1895193861,4.1065546808,1.4059402731,0.4488536155,0.071733731,-0.1929490805,3.0284115191,0.5981871812,1,1,5,-0.7517813631,-0.7517813631,-0.751164965
5,0.1634038801,0.1174903701,0.2151200683,4.1288077137,1.2087852649,0.2558201058,0.1383099549,0.1009594973,2.5429510737,-0.1242075533,0.5807760141,0.098328588,0.0717148553,2.677382794,1.0365795118,0.425308642,0.0727762771,-0.5283008339,3.4073978688,0.0461407856,1,1,5,-0.7816703334,-0.7816703334,-0.7816703334
6,0.3641975309,0.1248074267,0.5739278508,1.5913783265,0.6772967258,0.1851851852,0.0669233741,0.6603463993,1.4397268819,-0.1236518214,0.450617284,0.1155723054,0.4785421256,2.4636787593,-0.4580945486,0.3796296296,0.0456623259,0.5139226313,1.9976411011,0.3951479025,1,1,5,-0.737683458135,-0.7377964638,-0.73774623906
7,0.6764550265,0.0609970534,-0.2697374778,1.9556031987,-0.2035587704,0.0793650794,0.0819269073,0.2547223812,2.039025512,0.5188670882,0.2441798942,0.0431808923,0.5347007841,2.6889067803,0.4636127501,0.2346560847,0.0281295439,0.2035241423,1.5902669633,-0.4642547249,1,1,8,-0.8307135604900001,-0.8201250117400001,-0.8160555260600001
8,0.4422929816,0.1244133631,0.4517225161,1.9026732853,0.4275941397,0.1094339377,0.0565416021,0.1699776074,2.7287176831,-0.3535630009,0.4482730807,0.0882501785,0.5768998079,1.770586653,0.3325720599,0.2228602815,0.032786035,-0.1134115765,1.8698192388,0.2165697727,1,1,8,-0.867486659555,-0.909953838135,-0.908781593595
9,0.4861375661,0.078103124,0.6482668733,1.8653202013,0.0499621547,0.0969312169,0.0411910794,0.2458212824,1.6190466114,-0.1029243398,0.4169312169,0.0507276909,0.5286783152,2.0374440784,-0.0175420283,0.2384126984,0.0293852355,0.2430262868,2.3031719224,0.0473089864,1,1,8,-0.8451116836000001,-0.86560129819,-0.866006241915
10,0.3764568765,0.1325954501,0.4548685785,2.1847172458,0.2826876168,0.1839117672,0.0896392234,0.4774201153,1.2845366333,0.2481953229,0.4396313563,0.0646507616,0.1835766106,2.6070374744,-0.6875461208,0.2081326081,0.0303749559,-0.3177814409,3.0796713115,0.5456945193,1,1,8,-0.78233941719,-0.8456695959699999,-0.847007191905
