r,l=100,l=50,l=25,l=10,l=5,adaptative_first_improvement,adaptative_non_dominated
1.0,0.0027659741904464295,0.002975427922261904,0.0024630341028075388,0.003027360376656745,0.0025087474919742053,0.0027578849376984115,0.0029598557580158735
0.5,0.0030161712877480153,0.003103605759642857,0.0026922694081944446,0.0030347418033234127,0.003026002235982143,0.0029347141509325388,0.002954526777757936
0.25,0.003096775175734125,0.0029693626622519825,0.0028969862857936494,0.002933871314742064,0.003167168245724206,0.002753122253809525,0.00285330152454365
0.1,0.0030641096522519818,0.002909593456051587,0.0029412716550297614,0.002961175635624999,0.002843724156150792,0.002980046925912696,0.003031050738452379
0.05,0.002996625505882936,0.0027186758335515857,0.0027516954503869033,0.002721071870505952,0.0023565956571626983,0.002621208944960314,0.0025485301221825386
