r,l=100,l=50,l=25,l=10,l=5,adaptative_first_improvement,adaptative_non_dominated
1.0,0.35106881887266106,0.3847927679091176,0.31855224785217834,0.39033215285072287,0.33073556210086164,0.35522017803402045,0.3823749323916383
0.5,0.38720258635459887,0.40026776971865496,0.3425625803188893,0.39563196123634903,0.3935509998276257,0.39463565330776684,0.38009542370856253
0.25,0.39538001324053196,0.37257173455329545,0.37715981845375246,0.3847771905646874,0.4099286590290319,0.3503572828544986,0.3780219933398069
0.1,0.3976186871452355,0.3702402552379369,0.3747293658801005,0.3849767577566771,0.36357896600744033,0.3920755293977304,0.3819512748013053
0.05,0.38898508104833135,0.34743075000695367,0.35842155628167,0.3592902936278019,0.30855903361496434,0.35064589921724404,0.3355460079567688
