Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_HV,SPEA2_HV,MOEAD_HV
1,0.119047619,0.0476190476,-0.2,4.5,-1.75,0.2087912088,0.0879883674,0.711313394,1.7270776952,-0.511687735,0.6721611722,0.095132373,0.4534670773,2.2394720632,0.6143131187,0.3192918193,0.0737822255,0.4469181988,4.2676285412,1.41817956,1,1,5,-0.7822976916,-0.7822976916,-0.78197507498
2,0.3165784832,0.1433312945,0.2403162292,2.0167701615,-0.7299999084,0.1102292769,0.0553908423,-0.1073686582,3.2585114065,-0.0469364951,0.5731922399,0.1238890769,0.0139648097,2.7358392598,0.8181895555,0.4298941799,0.1076560315,0.4381208505,1.4442962132,0.1682242085,1,1,5,-0.7430794881,-0.7430794881,-0.7430461820400001
3,0.2441798942,0.1540096128,0.5194099689,1.6475121063,0.3974794246,0.1886243386,0.1002376728,0.1043996853,2.494793435,-0.2006863705,0.5671957672,0.0952696891,0.4783007961,1.8117601189,-0.527066379,0.3595238095,0.0921182103,0.0669612763,1.6130300251,0.4228791377,1,1,5,-0.7996889327,-0.7996889327,-0.79936463358
4,0.5135802469,0.077296177,0.012195122,1.05,0.2236067977,0.0740740741,0.0907218423,-0.5789473684,1.8333333333,0.6804138174,0.412345679,0.0629508582,0.4088271861,3.5432662722,0.8948930105,0.375308642,0.065792161,-0.5740042616,3.5735171593,-1.1760952399,1,1,5,-0.7517813631,-0.7517813631,-0.751164965
5,0.252292769,0.1993250433,0.5078275822,1.7968994397,0.521921122,0.3141975309,0.2018164637,0.6251992682,1.4252513241,-0.2861305124,0.4335097002,0.1010144077,-0.0605874781,4.3679733572,0.6955685867,0.3649911817,0.0681045537,-0.3263531702,1.7862912717,-0.5040960402,1,1,5,-0.7816703334,-0.7816703334,-0.7816703334
6,0.2796296296,0.1297618373,-0.4913583536,2.0543212447,0.2363257475,0.2537037037,0.0670257817,-0.2034617343,4.2908024008,1.2417419498,0.4666666667,0.1354006401,0.0094117647,1.6839608203,-0.0895210843,0.4055555556,0.1085823349,0.5350905049,1.7766371536,-0.0969713679,1,1,5,-0.737683458135,-0.7377964638,-0.73774623906
7,0.327653547,0.0807334591,0.3095637485,2.2999211557,-0.110650317,0.1186462324,0.0869490532,0.5386756502,1.8752033594,0.2882789873,0.5537002206,0.0295544644,0.2432094879,1.9481413182,0.3685089426,0.2003483107,0.0585563006,0.5685179426,2.2399240833,-0.5637156476,1,1,8,-0.8307135604900001,-0.8201250117400001,-0.8160555260600001
8,0.2381051898,0.0815262529,0.2931450946,1.7333969393,0.6023624964,0.2971438523,0.1422967057,-0.0170849135,2.3443204637,0.8878588017,0.4647509579,0.0910190292,-0.448012787,2.4736797741,-0.9804129862,0.2096482062,0.0328900476,-0.401514308,1.8359303042,-0.4402638095,1,1,8,-0.867486659555,-0.909953838135,-0.908781593595
9,0.4255699856,0.0697451905,-0.0751769074,1.5928606131,-0.0064244667,0.159009139,0.0542361588,0.4600810066,3.2315882467,0.8516634759,0.4154208754,0.0888094738,0.456817357,1.9737122351,0.7154700368,0.1906012506,0.0449777807,-0.4448666074,2.766265293,0.9174357166,1,1,8,-0.8451116836000001,-0.86560129819,-0.866006241915
10,0.5462750213,0.0966256648,0.7706103635,1.9543976536,-0.5233777986,0.186002886,0.0746173129,0.0714854155,4.5324966605,-1.5379019542,0.2677220927,0.0878000695,0.3981137323,1.9763496345,0.3509337027,0.2547239797,0.0551235982,0.0542398198,3.783866296,0.4753339315,1,1,8,-0.78233941719,-0.8456695959699999,-0.847007191905
