Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_HV,SPEA2_HV,MOEAD_HV
1,0.3902356902,0.1510803713,0.6898382758,1.4894816734,0.5980186047,0.1461840629,0.1075759186,0.5572639239,1.5026960701,-0.4724391265,0.4635802469,0.062638229,0.353307597,2.177241154,0.691126838,0.4363636364,0.0770609908,0.2861351289,3.0152669602,-0.561033488,1,1,5,-0.7822976916,-0.7822976916,-0.78197507498
2,0.3090828924,0.0922033475,0.1477633954,2.2637570525,-0.0295609647,0.1380070547,0.0819631579,0.3437530427,1.8199646806,0.027940287,0.5529100529,0.0569244307,0.5251526414,2.3594094762,-0.4409001876,0.335978836,0.0399899906,0.0270810211,4.2244899425,-0.1753011806,1,1,5,-0.7430794881,-0.7430794881,-0.7430461820400001
3,0.25,0.0555555556,-0.25,2.25,-0.0,0.1111111111,0.0785674201,0.6170212766,2.0625,0.0883883476,0.6388888889,0.0680413817,0.4827586207,2.8333333333,-0.544331054,0.3271604938,0.0536362568,-0.3728813559,3.4921494671,0.5011241517,1,1,5,-0.7996889327,-0.7996889327,-0.79936463358
4,0.474691358,0.1065454272,0.1950949659,2.8390538435,-0.5125449835,0.1049382716,0.0846377111,-0.0910703726,1.6385242191,-0.0007758776,0.4203703704,0.0704677689,-0.1882920003,3.7020275633,0.960723201,0.3555555556,0.0610830463,0.0298507463,3.1219723183,-0.7062066729,1,1,5,-0.7517813631,-0.7517813631,-0.751164965
5,0.2015873016,0.0968058789,-0.3354071605,2.6155880346,-0.6632130743,0.2660493827,0.0904373333,-0.4470869198,1.7488816518,-0.4959231182,0.5323633157,0.0765476799,0.0387051505,4.1471750337,1.0921197829,0.3546737213,0.0805106429,0.1674086605,2.9252560597,-0.0522274836,1,1,5,-0.7816703334,-0.7816703334,-0.7816703334
6,0.4728395062,0.1408246447,0.7345730317,1.7009334324,-0.7348434921,0.1049382716,0.0804839803,-0.0132867133,1.5797231834,-0.2445264847,0.4222222222,0.1131601194,0.5751814725,2.107180675,-0.0445717291,0.4037037037,0.0411594644,-0.6388446668,2.2209264207,-0.7805314351,1,1,5,-0.737683458135,-0.7377964638,-0.73774623906
7,0.1574074074,0.0717219138,0.2220149254,4.3033333333,1.3770607453,0.2460718294,0.0402478588,-0.62826583,2.77106575,-0.1818721605,0.5965207632,0.085252181,0.2543264991,2.5456397044,-0.5056761954,0.1590909091,0.0199194605,-0.0181451613,1.7679719388,0.3409291895,1,1,8,-0.8307135604900001,-0.8201250117400001,-0.8160555260600001
8,0.2109427609,0.0893845861,0.1568309959,1.5386158765,-0.2351891274,0.2285634119,0.0955749011,-0.3797765179,2.1999769331,0.6486318191,0.5604938272,0.0728303834,-0.371741368,3.7900126814,0.567505147,0.3058922559,0.0579775102,0.4068478081,2.0234093835,-0.2664831458,1,1,8,-0.867486659555,-0.909953838135,-0.908781593595
9,0.4786361786,0.0890351134,0.4997311979,2.6712614975,0.7392482717,0.1729381729,0.0247440734,0.3296825841,1.8493443162,-0.6165797585,0.3484256484,0.0927110482,0.4388165134,3.5389970998,-1.1344061012,0.1886594887,0.0370346813,0.0268019457,3.4560276371,0.3514900541,1,1,8,-0.8451116836000001,-0.86560129819,-0.866006241915
10,0.4391670399,0.0846476589,-0.1289496782,1.3091337108,-0.0414995978,0.2340269692,0.1023910726,-0.0165062202,2.081229257,0.5778906128,0.3268059909,0.0592218372,0.1970453109,2.2766070505,-0.0839678529,0.2084622912,0.021305034,0.0817789778,2.3268241332,-0.3888556444,1,1,8,-0.78233941719,-0.8456695959699999,-0.847007191905
11,0.4355607356,0.1509578383,-0.4855279419,2.130809157,-0.7036929488,0.1574721575,0.0917726476,-0.5909833117,1.4608535906,-0.1544423298,0.406967107,0.0797510543,0.3421238175,2.2226391434,0.917967913,0.1834498834,0.0651160957,0.1718532281,2.4430004106,0.2153354468,1,1,8,-0.855200685915,-0.84334081333,-0.8425687089249999
12,0.186026936,0.1372905687,0.3202171761,1.4901782196,0.3428200949,0.2166105499,0.1090239757,0.0129496929,2.2780639884,0.0738848621,0.597362514,0.0874133921,0.1737190666,3.5469280977,-1.1506303046,0.177328844,0.0174864607,0.2857051385,1.4944325183,-0.3466116286,1,1,8,-0.78064898147,-0.83954993176,-0.8429114419399999
13,0.3795260969,0.1951567942,0.9827375624,1.7980928164,-0.3191098133,0.2750654851,0.0845256882,0.6590497732,2.2137914344,-0.6061608713,0.3454084181,0.1225385064,1.126571287,2.0515349918,0.6692259191,0.1689888059,0.0335757285,0.5317699307,2.1865645093,0.6660866859,1,1,10,-0.81292372814,-0.8435807430300001,-0.843804211205
14,0.3212880594,0.0565877315,0.1139045345,2.4465020043,0.4612774301,0.2139546227,0.0574475517,-0.1360645739,2.5990528018,-0.9871888691,0.4647573179,0.0339092264,0.2002054687,2.2224768317,-0.340600449,0.1283052632,0.0293526996,-0.5268640706,2.9710583456,0.8461689956,1,1,10,-0.8995262120699999,-0.870252273205,-0.87448808933
15,0.2902097902,0.1352370131,0.2864919107,1.5671070548,-0.2642574723,0.2498057498,0.1202327422,0.4247249521,1.2410852915,0.1109770985,0.45998446,0.0515030497,-0.1066846335,2.5686694741,0.4011816504,0.1089355089,0.0266383246,0.0359111792,1.8251965497,0.4004431022,1,1,10,-0.8341680580349999,-0.883145719675,-0.8937313512999999
16,0.4334593096,0.0790488823,0.6744983516,1.9590122942,-0.5170061039,0.1964945432,0.0534996086,0.6820924868,1.7800488346,0.2197697918,0.3700461471,0.0499342424,-0.6172369214,1.8496508838,0.4851648439,0.185290276,0.0235111068,0.3217002615,1.8231774448,0.1614733662,1,1,10,-0.91009308044,-0.89481076328,-0.90014748544
17,0.573205481,0.0649269246,-0.0529276092,2.3761391078,0.859644708,0.1204124145,0.0493979493,-0.2823865925,4.1927701169,-1.3819225338,0.3063821045,0.0373011894,0.411933518,3.3180948982,-1.2089127398,0.1815152442,0.0625187441,0.4366561169,2.399660575,0.5225815549,1,1,10,-0.922143150785,-0.94980149664,-0.95763748021
18,0.3750629882,0.0491843452,-0.0963638599,1.9714643951,-0.6521506847,0.1422209625,0.0685710904,1.024908848,3.8661873452,1.3104969009,0.4827160494,0.0566891184,0.7666288952,1.8548177198,0.4208541906,0.172228521,0.0428981193,-0.0795649889,2.0418721236,-0.5632867023,1,1,10,-0.8746622492249999,-0.8681950274349999,-0.87228294636
