r,l=100,l=50,l=25,l=10,l=5,adaptative_first_improvement,adaptative_non_dominated
1.0,0.6651805387514832,0.705243148740071,0.587386386818718,0.7248162447294121,0.6180089490363713,0.6505248650000564,0.6932004291508094
0.5,0.7105164719066719,0.7622534585729979,0.6439041086831871,0.7297346671880292,0.7490039717528318,0.6844518841666805,0.7060406622939376
0.25,0.7518829775640086,0.7197356757501101,0.6969477672430416,0.7215757119934875,0.7587139175953039,0.6746699617157847,0.6763121537528496
0.1,0.748543850770101,0.7150361992549692,0.6963781877762696,0.713445728481155,0.7075149654493171,0.6832474237084767,0.7507731868851238
0.05,0.7232517912762016,0.6684860554688505,0.6820731908523145,0.6825227144167316,0.5814212945428587,0.6242998374818545,0.5810025054002361
