Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.2868686869,0.1626983967,0.2497912397,2.2849651551,-0.7331686296,0.1339105339,0.0955410809,-0.2391710804,2.0680167949,0.2558222863,0.5792207792,0.0909645036,0.3314877777,1.9717841809,0.0400157571,0.3542568543,0.0553443259,-0.6706672732,2.3564813912,0.2162866964,1,1,5,0.0,0.0,0.000663
2,0.3922222222,0.1208815357,-0.3647303486,2.1584943821,0.659810674,0.2444444444,0.1670366264,-0.4392678869,2.0385699742,0.0988955201,0.3633333333,0.08326664,-0.2703665988,2.152089497,0.3783797481,0.4077777778,0.0813163309,-0.220429705,2.4625280478,0.8935620815,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.4666666667,0.0983819716,-0.3658536585,1.5254060808,0.0829752156,0.0222222222,0.0444444444,-0.25,3.25,1.5,0.5111111111,0.1249197273,-0.5106382979,1.4809325429,-0.2499495425,0.4666666667,0.1398411798,-0.0274725275,2.1082032446,-0.8138140282,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.4144444444,0.1181963213,0.1110566386,2.0101897781,0.1771152434,0.1888888889,0.1706921277,0.5075757576,2.5246337259,0.9035993059,0.3966666667,0.07532645,-0.6423686105,2.9716332967,-1.323202921,0.4311111111,0.0979795897,-0.1176772867,2.1624498298,0.6277727484,1,1,5,0.0,0.0,0.0025075
5,0.1952380952,0.0743833302,-0.3192612137,2.5243886052,1.0736207227,0.1571428571,0.1309307341,-0.0869565217,1.2091836735,-0.296152851,0.6476190476,0.0788235493,-0.1447562777,2.2340295168,0.7170091414,0.4261904762,0.0783908459,-0.1778312361,2.5974353563,0.9982688517,1,1,5,0.0,0.0,0.0
6,0.4255555556,0.1230075778,0.0666654928,1.7288748698,-0.0501952065,0.25,0.1394433378,-0.2142857143,2.5,-0.7683612489,0.3244444444,0.0778253823,-0.6867920762,1.3347900164,-0.1121670936,0.4355555556,0.0352416701,-0.4986289812,2.477423728,0.9592009558,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.4687179487,0.1153948713,0.0719698988,1.248614182,-0.1825814987,0.1040559441,0.0621093111,0.0513283629,1.2830306665,0.0664789329,0.4272261072,0.0544807458,0.1049305088,1.2796699946,0.317972298,0.1968764569,0.0382018783,-0.1880506711,2.7349102984,1.1488924206,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.3378787879,0.1414538184,0.2883323152,1.2033611862,-0.3381943009,0.1712121212,0.0427476848,0.2633896032,1.2597537754,0.2535902781,0.4909090909,0.099862164,0.2917486256,1.2046647732,0.3111915635,0.1671717172,0.0156809845,-0.4086453883,2.420985348,-0.8475604408,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.4215384615,0.0671305361,0.1378335595,2.5472832515,-0.825245304,0.2646153846,0.0965193055,0.5584988962,1.4839381321,-0.0171057167,0.3138461538,0.0452213491,0.3988203267,1.6324427726,0.4495928801,0.1928205128,0.0349847342,0.3383445753,1.2526573294,0.0127938234,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.3265412748,0.0950015101,0.7106476439,2.4696367022,0.9381125368,0.2454754441,0.0679314002,-0.2968008306,2.0697310503,-0.4599427361,0.4279832811,0.0502196749,-0.0235906953,1.2785398011,0.034534099,0.2086520376,0.0335371044,-0.1688707287,2.8297763682,1.1864802055,1,1,8,0.0716785,0.032777,0.0269809999999999
11,0.431022311,0.0889826455,0.090355449,2.1911374681,0.145484006,0.1356909757,0.0650318239,0.1194231255,1.4600716502,0.4563497957,0.4332867133,0.0652531451,0.4314858001,1.6858271556,-0.3533386582,0.2168031968,0.0220360851,0.2506428904,1.6081746278,-0.5732576361,1,1,8,0.0260994999999999,0.0406775,0.03625
12,0.4158974359,0.0533776936,-0.4575541732,2.3791894285,0.0378407514,0.1205128205,0.03629813,0.616519174,1.6540272748,-0.1235143797,0.4635897436,0.0531060245,-0.1325515068,2.9484596455,1.2996782371,0.2974358974,0.0363343376,-0.4187437687,2.5852962651,-0.611510172,1,1,8,0.0653645,0.0251319999999999,0.020041
