Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,class,type,vertices,IBEA_IGD,SPEA2_IGD,MOEAD_IGD
1,0.0970695971,0.0870204324,-0.5909415427,2.4664106724,0.8878976939,0.1656491656,0.0631498545,-0.5488967416,2.2622241721,0.4321688114,0.7372812373,0.0489932815,-0.3062043,1.4018204061,-0.3791442685,0.4038461538,0.0497511178,0.2238450945,1.3172275185,-0.0567623527,1,1,5,0.0,0.0,0.000663
2,0.4716049383,0.1003575379,-0.3869757927,1.696218246,0.1080047189,0.1265432099,0.1006759656,-0.7603017992,1.3553126237,-0.1717251158,0.4018518519,0.0409087445,0.1216670981,2.1424684225,-0.6626919772,0.4049382716,0.0429090054,-0.3818034119,2.0427393535,-0.6863304921,1,1,5,0.0008699999999999,0.0008699999999999,0.001333
3,0.3716049383,0.1223748891,-0.1111408677,1.8218141066,-0.1893446623,0.200617284,0.1491734071,0.43318236,2.6152757905,0.4152909343,0.4277777778,0.1076306747,0.3059242473,2.1721792983,0.1409148961,0.4648148148,0.0793924115,-0.2212851056,2.3574158646,0.367976285,1,1,5,0.0072999999999999,0.0072999999999999,0.007845
4,0.3864197531,0.1798892952,0.4520885562,2.8856655081,-0.8114127912,0.2535273369,0.2026224002,0.4703626274,2.3323901694,0.5202849219,0.3600529101,0.083295952,0.2376224864,2.18812285,-0.0999928495,0.3957671958,0.0704002005,-0.3094105026,3.2543354401,1.0372086706,1,1,5,0.0,0.0,0.0025075
5,0.4654320988,0.1431034087,0.5833298794,2.5441147079,-0.7402653129,0.0740740741,0.1047565602,0.2816901408,4.3125,1.50260191,0.4604938272,0.0708775313,0.5804373623,2.2743123468,0.8556540944,0.449382716,0.1465760205,-0.1147830474,3.8969559795,1.4631621367,1,1,5,0.0,0.0,0.0
6,0.4333333333,0.1239219631,-0.182163612,1.5327969343,-0.3536229209,0.1759259259,0.1214340467,0.158896914,2.5578691184,0.7084090564,0.3907407407,0.0919980915,-0.4522140135,3.2970968428,1.3342229299,0.4740740741,0.0608016858,0.385011589,2.6080610352,1.0246404955,1,1,5,0.0078894999999999,0.0074799999999999,0.0076619999999999
7,0.5109261109,0.1581133188,0.7281297279,1.6608948645,0.4968008058,0.1812853813,0.1398824711,0.5226525216,1.9960152976,0.3051271036,0.3077885078,0.0973130043,0.6298501581,2.8351846069,1.0601625253,0.2163456913,0.0654864947,0.173021673,4.0952182921,1.3261570431,1,1,8,0.0137235,0.0299435,0.0300709999999999
8,0.4380938346,0.121656542,0.82468313,1.5222860702,-0.4509935194,0.1828888608,0.0734536672,0.4651067686,3.0597463725,0.8666190093,0.3790173045,0.0686017123,0.6645523855,1.9380177506,0.1011446318,0.2380750284,0.0360040888,-0.25263825,1.5353461492,0.0544766048,1,1,8,0.0522455,0.0312579999999999,0.028308
9,0.2757575758,0.0777449754,0.2595721733,1.8424456804,0.4612948935,0.304040404,0.1153993434,0.2357873459,2.2328286045,0.2184933122,0.4202020202,0.0515844256,-0.0383967035,3.3614080319,-0.964659726,0.1872053872,0.0421534837,-0.305951904,1.5543944129,-0.2743671178,1,1,8,0.0401615,0.0240804999999999,0.0241185
10,0.3863987864,0.0731274529,0.3003250479,2.3869747748,-0.5859036385,0.2666259666,0.0418991846,0.504398901,1.719474787,0.6532306275,0.346975247,0.0467058474,-0.1504137335,1.6209654004,0.236152779,0.2933880934,0.0526271488,0.4026066675,2.4441315763,0.7034658542,1,1,8,0.0716785,0.032777,0.0269809999999999
