Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
instances/A2/symmetric/5.2.in,0.4477777778,0.1140500215,-0.1591767766,2.4521470373,-0.5482603662,0.1277777778,0.0816496581,0.1269841270,2.2147633745,-0.0774915737,0.4244444444,0.0555110933,-0.5120105298,2.1520894970,-0.3783797481,0.3466666667,0.0266666667,-0.0526315789,3.2500000000,1.5000000000
